"analysis","cancer_type","transition","gene","logFC","t","P.Value","adj.P.Val","n_early","n_late"
"metastasis","TGCT","M0s_M0l","RP6-74O6.2",-0.637008218422503,-3.49598210019768,0.00065017685856147,0.0335648074775807,74,49
"metastasis","TGCT","M0s_M0l","RP11-147L13.2",-0.52175719801434,-3.21726488398695,0.00164027246266889,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","C9orf106",-0.690204274682845,-3.54419711792766,0.000550963564235558,0.0330906232206492,74,49
"metastasis","TGCT","M0s_M0l","RP1-213J1P__B.1",1.12593083287369,3.24112111125782,0.00151862519278687,0.0452989833806446,74,49
"metastasis","TGCT","M0s_M0l","CTC-203F4.2",-0.77711412024269,-3.26675323792389,0.00139732492017872,0.0439309600427736,74,49
"metastasis","TGCT","M0s_M0l","RP3-368A4.5",-0.538771152785437,-3.62435519558931,0.00041691219168438,0.0299748131274359,74,49
"metastasis","TGCT","M0s_M0l","RP11-46A10.5",-0.601328157749585,-3.12821900722282,0.00217902525451263,0.049766552469325,74,49
"metastasis","TGCT","M0s_M0l","RP11-325K4.2",-0.566682432432432,-3.16338782288902,0.00194913840736021,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","RP11-483I13.5",-0.803453226696083,-3.54044090614593,0.000558148638627108,0.0330906232206492,74,49
"metastasis","TGCT","M0s_M0l","WAC-AS1",-0.437797655819084,-3.42683389856579,0.0008221344887379,0.0356001826045788,74,49
"metastasis","TGCT","M0s_M0l","CTC-366B18.4",-0.646609376723661,-3.69657677204237,0.000323098246801115,0.0282120337112719,74,49
"metastasis","TGCT","M0s_M0l","AC012358.7",-0.756741698841697,-3.45125025249484,0.000757046088621885,0.0344754200600294,74,49
"metastasis","TGCT","M0s_M0l","HNRNPU-AS1",-0.63431133480419,-3.33737399260877,0.00110825892143318,0.0398442944289422,74,49
"metastasis","TGCT","M0s_M0l","LINC00648",-0.712542250413678,-3.26879488849813,0.00138806240685454,0.0439309600427736,74,49
"metastasis","TGCT","M0s_M0l","RP11-849H4.4",-0.6317583011583,-3.20520129345868,0.0017051846489788,0.0460890555842688,74,49
"metastasis","TGCT","M0s_M0l","RP11-690D19.3",-0.682323248758962,-4.33877259670476,2.88472015000656e-05,0.0095084527208059,74,49
"metastasis","TGCT","M0s_M0l","LINC00667",-0.499097380033094,-3.42286020205216,0.000833211996142558,0.0356001826045788,74,49
"metastasis","TGCT","M0s_M0l","DKFZP434I0714",-0.69150079977937,-3.93040577412407,0.000138217545432743,0.0211952374771761,74,49
"metastasis","TGCT","M0s_M0l","RP11-693J15.5",-1.0625693601765,-3.23209408915976,0.0015636315881524,0.0458950302866294,74,49
"metastasis","TGCT","M0s_M0l","AC159540.1",-1.11713742415885,-4.58083391686083,1.08640962308385e-05,0.00742116537077458,74,49
"metastasis","TGCT","M0s_M0l","RP11-342K6.4",-0.77388998896856,-3.22321022492379,0.00160913481771266,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","RP11-147L13.8",-1.16327437948152,-4.4001541988228,2.25932579388037e-05,0.00926682168974439,74,49
"metastasis","TGCT","M0s_M0l","AP001189.4",-0.719718339768338,-3.31002659547085,0.0012128346103167,0.0423871593577661,74,49
"metastasis","TGCT","M0s_M0l","CACNA1G-AS1",-1.00407062879206,-3.22604611546183,0.00159447706374849,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","RP11-25K19.1",-0.751340678433534,-3.58079739685463,0.000485371588111817,0.0306477488493462,74,49
"metastasis","TGCT","M0s_M0l","AP003068.23",-0.648864202978488,-3.15971265720879,0.00197206259721191,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","LINC00467",0.587960452289023,3.19662339791737,0.00175278647332204,0.0463131202802393,74,49
"metastasis","TGCT","M0s_M0l","RP11-48B3.5",-0.488616133480418,-3.28290637406167,0.00132559137747532,0.0434956052853692,74,49
"metastasis","TGCT","M0s_M0l","RP11-59D5__B.2",-0.968712107004962,-4.40339613379122,2.23021445249869e-05,0.00926682168974439,74,49
"metastasis","TGCT","M0s_M0l","RP11-384F7.2",-0.971885383342525,-3.34165798868052,0.00109266231104883,0.0396631140348838,74,49
"metastasis","TGCT","M0s_M0l","PSMA3-AS1",-0.478509321566463,-3.82639869711941,0.000202544893237683,0.0230716178979307,74,49
"metastasis","TGCT","M0s_M0l","C6orf99",0.706194732487589,3.21458358287989,0.00165449804632305,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","RP11-358B23.7",-0.660083838940981,-3.83929130740414,0.000193248366418184,0.0230487019883529,74,49
"metastasis","TGCT","M0s_M0l","KLF3-AS1",-0.913345394373965,-3.52303907058449,0.000592602950504715,0.0335648074775807,74,49
"metastasis","TGCT","M0s_M0l","AL022476.2",-0.617763678985106,-3.15321430969858,0.00201321049382327,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","RP11-631N16.2",-0.874620904578045,-4.6974132284737,6.7063327138818e-06,0.0069700335012007,74,49
"metastasis","TGCT","M0s_M0l","RP11-77P16.4",-0.494520408163264,-3.3485588028199,0.00106796992055391,0.0393402988147738,74,49
"metastasis","TGCT","M0s_M0l","RP11-386M24.6",-1.01752611693326,-3.9579790411749,0.000124754162958346,0.0203783213145437,74,49
"metastasis","TGCT","M0s_M0l","RP11-381O7.3",-0.732677495863209,-3.68394657626669,0.00033791363242141,0.0282120337112719,74,49
"metastasis","TGCT","M0s_M0l","DACT3-AS1",-0.800489244346386,-3.44490422437989,0.000773481116685601,0.0348485614195683,74,49
"metastasis","TGCT","M0s_M0l","LINC01422",-0.850847904026474,-3.7647757984763,0.000253160957570033,0.0243878389125798,74,49
"metastasis","TGCT","M0s_M0l","RP3-508I15.9",-0.730303695532266,-4.34286916408738,2.83825558941828e-05,0.0095084527208059,74,49
"metastasis","TGCT","M0s_M0l","RP11-1008C21.2",-0.681547793712078,-3.16517708774403,0.00193806751620022,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","AC006378.2",-0.475675841147269,-3.5855159487883,0.000477472668401098,0.0306477488493462,74,49
"metastasis","TGCT","M0s_M0l","C1orf220",-0.628903750689464,-3.15505051290292,0.00200150347336348,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","FAM215B",-0.592280308880308,-3.50888264813478,0.000622099005624015,0.0335648074775807,74,49
"metastasis","TGCT","M0s_M0l","RP11-250B2.5",-0.844627606177605,-3.2501422598562,0.00147485656027207,0.0452989833806446,74,49
"metastasis","TGCT","M0s_M0l","RP11-902B17.1",-0.940218422504136,-3.98098771688598,0.000114486010520583,0.0195510882511741,74,49
"metastasis","TGCT","M0s_M0l","CTC-343N3.1",-0.659472697186982,-3.22060266767519,0.00162272303673574,0.0459186266870077,74,49
