dipeptide,count_lnc,count_proteome,log2_fold_change_lnc_over_proteome,fisher_p_two_sided,q_value_fdr_bh,category,peptide_fasta,peptide_set
KL,358,57163,-0.6083247130096664,1.5118549340555216e-17,7.753102225925752e-17,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KM,144,15186,-0.0069235002368233795,1.0,1.0,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KN,139,26592,-0.865957871035469,5.614262529696302e-15,2.315159806060331e-14,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KP,242,37074,-0.5476460684466226,4.0317488817128227e-10,1.0970745256361422e-09,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KQ,169,28998,-0.7098965824292337,4.387213969022519e-12,1.415769808502122e-11,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KR,453,37160,0.35212905759052066,5.841657661027902e-07,1.256270464737183e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KS,333,43977,-0.3342824115041927,1.4764880654156071e-05,2.7216369869412114e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KT,288,35183,-0.22153126778051901,0.00900852189509228,0.012382847965762583,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KV,202,38353,-0.8566399104441784,1.2605030028221613e-20,7.878143767638508e-20,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KW,102,6711,0.67571318452869,1.3923873532334471e-05,2.578495098580458e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
KY,79,17459,-1.070189058213059,6.670847242005858e-14,2.493774669908732e-13,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LA,770,79185,0.02535510075269308,0.5948756712580914,0.6362306644471565,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LC,376,25639,0.6190781572556314,8.598726952174509e-15,3.474233111989701e-14,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LD,314,53214,-0.6939629704364083,3.5225441109149225e-20,2.1348752187363164e-19,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LE,736,81479,-0.08095518159104131,0.13806912769421462,0.1619579210489321,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LF,423,38681,0.1955146488638382,0.005976216331169876,0.008476902597404079,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LG,910,68786,0.4693299873772524,1.1134896299190141e-20,7.18380406399364e-20,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LH,296,31264,-0.011696919885086922,0.9303565433514753,0.9495967383617309,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LI,381,44430,-0.15507089943041588,0.0375771031332765,0.048021857039331,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LK,541,64418,-0.18571730942105902,0.0026169930867401565,0.0038914395341861064,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LL,1208,126962,-0.00638854799664651,0.9306048035944963,0.9495967383617309,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LM,152,20508,-0.36261631333892796,0.0015247668861416153,0.0023548523338094442,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LN,234,39321,-0.6809340142136894,7.5420087944178e-15,3.078370936497061e-14,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LP,958,69715,0.5240954029469475,2.1079196439743496e-26,1.916290585431227e-25,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LQ,615,65828,-0.03215704711297574,0.6152383096896847,0.6562541970023305,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LR,1067,68098,0.7133375646316858,1.9031441591426761e-50,8.45841848507856e-49,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LS,1014,91757,0.20966729573329637,4.958282920284514e-06,9.489536689539739e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LT,538,58913,-0.0648554996776082,0.31795921203926475,0.3613172864082554,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LV,491,63440,-0.3034163046164038,1.7770473168646514e-06,3.554094633729303e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LW,229,13372,0.8440213703171386,8.720173546831702e-16,4.00927519394561e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
LY,260,29153,-0.09758930255054431,0.2909357269436843,0.3315506859757086,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MA,212,22495,-0.017377171963927133,0.8907860658895883,0.915975389089551,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
