analysis,transition,direction,cancer_type,n_limma_z_stratum,n_limma_z_with_peptide,pct_limma_z_stratum_with_peptide,overall_tr_canonical_pct,n_canonical_tr,n_canonical_tr_with_peptide,overall_tcga_matrix_lnc_pct,n_matrix_lnc_genes,n_matrix_lnc_with_peptide,peptide_gene_set,peptide_genes_tsv
metastasis,M0s_M0l,combined,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,ESCA,105,1,0.9523809523809523,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,KIRC,91,2,2.197802197802198,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,KIRP,10,1,10.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,LIHC,61,2,3.278688524590164,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,LUAD,33,3,9.090909090909092,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,PRAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,STAD,80,8,10.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,TGCT,18,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,M0s_M0l,combined,THCA,28,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,BRCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,CESC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,COAD,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,KIRC,59,1,1.694915254237288,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,KIRP,3,1,33.333333333333336,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,PRAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,TGCT,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,up,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,BRCA,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,CESC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,KIRC,28,1,3.5714285714285716,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,KIRP,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,PRAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,TGCT,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,down,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,BRCA,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,CESC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,COAD,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,KIRC,87,2,2.2988505747126435,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,KIRP,4,1,25.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,PRAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,TGCT,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
metastasis,ME_M1L,combined,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
