dipeptide,count_lnc,count_proteome,log2_fold_change_lnc_over_proteome,fisher_p_two_sided,q_value_fdr_bh,category,peptide_fasta,peptide_set
AA,973,81149,0.2426421492477347,2.8006998280537166e-07,6.05556719579182e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AC,278,16335,0.7497100898216527,1.7556804505660157e-15,7.392338739225328e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AD,230,32443,-0.5131193390404066,1.3293111927663272e-08,3.242222421381286e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AE,499,54249,-0.13908178676534813,0.033202137821808905,0.0424308470566248,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AF,275,31742,-0.2243200627422996,0.009706204041665903,0.013387867643677106,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AG,885,56047,0.6398856599404398,1.1149117866974603e-34,1.8581863111624337e-33,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AH,188,18006,0.046090113756059654,0.6548686073283401,0.6966687312003618,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AI,237,31238,-0.4153542908600406,4.312439998112368e-06,8.253473680597833e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AK,233,37846,-0.7166939617126631,2.1127351224596718e-16,9.942282929221985e-16,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AL,832,83034,-0.01621723813944836,0.7940939891255931,0.8315120304980033,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AM,91,15720,-0.8007600796199937,7.759641050034791e-09,1.9278611304434264e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AN,153,22351,-0.5620896217503344,3.373851461086959e-07,7.255594539971953e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AP,748,50692,0.5422733772523507,3.7768831275866143e-22,2.436698791991364e-21,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AQ,326,36931,-0.19772549209629917,0.013293589199650343,0.01766589926863833,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AR,786,42404,0.8712727687425336,3.3683547379104694e-53,1.497046550182431e-51,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AS,1006,66130,0.5860028335753326,1.2530064887434462e-33,1.9277022903745327e-32,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AT,408,41942,-0.058033402074693555,0.4485892759779837,0.4916046860032698,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AV,548,53702,0.01054574539186662,0.8458132818337877,0.8697308810630208,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AW,188,9556,0.9600536562003438,2.8300504889668656e-16,1.3011726386054554e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
AY,62,17408,-1.497820427936363,6.76379423756668e-23,4.585623211909614e-22,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CA,212,14830,0.49893897916156577,1.926895698366713e-06,3.853791396733426e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CC,158,8708,0.8440300687525083,2.5778051199441236e-11,7.811530666497344e-11,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CD,133,11743,0.16502066855403713,0.19664048521612404,0.2299888715978059,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CE,156,15456,-0.0020076364244581793,1.0,1.0,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CF,157,9765,0.6696293865494891,7.823336689171281e-08,1.7881912432391502e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CG,250,23124,0.09543180751936625,0.2928661868742522,0.33375064031253815,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CH,97,7822,0.2978158413803633,0.05461684532546525,0.06742820410551266,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CI,107,10590,0.0016093321636044982,1.0,1.0,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CK,141,13865,0.009345787095081931,0.9323428805799837,0.9489494967735203,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CL,466,25437,0.8549635676824614,3.418793973516406e-31,4.715577894505388e-30,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CM,37,4234,-0.1952576579159314,0.4414177038210625,0.4864106929157714,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CN,92,9664,-0.08319835386723834,0.6108881173587728,0.6533562752500244,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CP,269,16556,0.6829309257820897,7.940640986431921e-13,2.7147490551904e-12,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CQ,150,13053,0.1853701783475261,0.12574418847456362,0.15195672323210105,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CR,366,15283,1.2418816085596613,1.2380905011126479e-46,3.809509234192763e-45,enriched,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CS,392,23310,0.7317560800141144,2.84350982237538e-20,1.7233392862881092e-19,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CT,164,12714,0.351656231043339,0.0029746948734888593,0.004473225373667458,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CV,179,14894,0.24924752609460307,0.024347026495009753,0.03161951492858409,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CW,75,3463,1.1042893465888444,5.154403337091588e-09,1.3216418813055354e-08,enriched,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
CY,35,7066,-1.0131334321253584,2.972416961138306e-06,5.771683419686031e-06,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DA,274,32063,-0.24408239113978084,0.004726087413418457,0.006899397683822565,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DC,84,12175,-0.5469143968555815,0.0002332929850339959,0.0003808865061779525,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DD,112,28702,-1.3712080243009404,1.1535311688616592e-32,1.7089350649802359e-31,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DE,136,38128,-1.5019254484893168,2.0002468963797452e-48,7.273625077744529e-47,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DF,177,23750,-0.4400954850494239,2.3524879677814933e-05,4.2197093592493154e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DG,194,36702,-0.936064804754521,7.629535644926667e-24,5.548753196310304e-23,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DH,112,12725,-0.19775396518860602,0.15565450864933236,0.1858561297305461,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DI,93,28570,-1.6314446383817656,8.892963748342029e-41,2.0924620584334186e-39,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DK,131,27553,-1.0871294141448484,1.0299798303840242e-22,6.866532202560161e-22,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DL,384,55549,-0.5507469518305887,2.2099939388030893e-15,9.113377067229234e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DM,53,11503,-1.1244187028551822,8.863213560590043e-11,2.569047408866679e-10,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DN,59,18754,-1.6762318513578305,2.8624800675856443e-28,2.8624800675856445e-27,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DP,250,32906,-0.4135186073380077,2.613221615689693e-06,5.123963952332732e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DQ,125,20421,-0.7223580987822287,1.4746485260997664e-09,3.9063537115225596e-09,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DR,197,27298,-0.48692565073498606,6.450082841417233e-07,1.3437672586285901e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DS,391,47293,-0.29258623025098907,4.086544678995868e-05,7.200959786776859e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DT,192,27695,-0.5447497626024675,3.4247135611921544e-08,7.918412858247756e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DV,162,34544,-1.1079729361882027,6.993695788445844e-29,7.560752203725237e-28,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DW,95,7095,0.4086397585883547,0.009008518940381035,0.012599327189344105,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
DY,75,16021,-1.1054172996935299,3.8790703070358464e-14,1.477741069346989e-13,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EA,421,60171,-0.5335043146416527,9.89345886320447e-16,4.255251123958912e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EC,124,18614,-0.6002377465172727,8.276144771892893e-07,1.7064216024521431e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
ED,292,49974,-0.7927121320498486,1.004410770726535e-24,7.580458646992717e-24,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EE,393,91309,-1.2343579568153837,1.5546857810288067e-86,1.036457187352538e-84,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EF,137,22777,-0.7481344146049198,4.3271849023034354e-11,1.2916969857622195e-10,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EG,485,47623,0.007841018952299697,0.8905279417945688,0.9133619915841732,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EH,135,17017,-0.3486828821679478,0.003979931703165121,0.005874437938251101,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EI,221,34994,-0.6797781202575538,4.4524504185090995e-14,1.6644674461716258e-13,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EK,319,62764,-0.9940894851581404,1.6135773976635362e-43,4.3028730604360966e-42,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EL,550,72535,-0.41790130554718014,1.5711140093085856e-12,5.237046697695285e-12,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EM,144,17708,-0.3133291449486489,0.007563167442655462,0.01076607465146685,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EN,229,35375,-0.6442130096263576,4.554957409947499e-13,1.584333012155652e-12,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EP,351,37983,-0.13180478385971864,0.09002664117503956,0.10945488288758609,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EQ,166,35722,-1.1212674961422417,2.3992658507550486e-30,2.9990823134438107e-29,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
ER,520,45381,0.17783724414360289,0.005580422174802146,0.008058371371555444,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
ES,441,49083,-0.1727813131502775,0.012069278194449428,0.01614619156448084,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
ET,301,38513,-0.373162859104607,3.755456489298757e-06,7.222031710189917e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EV,372,47180,-0.3609069062022014,6.152338943860062e-07,1.2884479463581282e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EW,90,8079,0.14369515364866509,0.3734697588349865,0.41845351129970476,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
EY,85,17402,-1.0452548738591119,4.057598728898906e-14,1.5311693316599645e-13,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FA,246,22287,0.12539622473722875,0.18036827575815026,0.21282392419840737,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FC,207,11049,0.8891736246227347,1.0461034613508325e-15,4.451504090854606e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FD,41,18322,-2.162389746769813,3.2695892664219585e-37,6.227789078898969e-36,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FE,123,22186,-0.8651276773699864,2.3235489582536785e-13,8.373149399112355e-13,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FF,302,18346,0.7014736549901338,6.125685059971106e-15,2.450274023988442e-14,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FG,186,25027,-0.44429518077656344,1.2229060083061355e-05,2.2336182800112064e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FH,133,12127,0.11860093836441062,0.36391509709764996,0.410045179828338,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FI,166,20738,-0.3367459956040776,0.001970415290214694,0.0030116345227801473,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FK,211,19985,0.06174737257583158,0.5245487723832565,0.5701617091122353,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FL,481,47609,-0.003670303584992142,1.0,1.0,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FM,61,7840,-0.370315873582772,0.04162833098825329,0.05252786244574548,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FN,83,15281,-0.8918946835610245,4.771996841060957e-10,1.353757969095307e-09,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FP,387,23256,0.7166056924225946,2.1987492713676037e-19,1.2387319838690725e-18,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FQ,171,20890,-0.30459507036670436,0.005002166888504602,0.007275879110552149,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FR,261,22555,0.19337505504146468,0.033186996459166035,0.0424308470566248,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FS,459,40230,0.17181856905936813,0.01177276569865323,0.015802370065306347,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FT,177,23844,-0.4457941302923736,1.824195681603188e-05,3.301711640910748e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FV,144,24043,-0.7545340550053717,8.129488100779991e-12,2.5404650314937473e-11,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FW,87,5747,0.5863918319858232,0.000465373771076644,0.0007445980337226303,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
FY,105,13955,-0.42354743953364354,0.0017066506673289344,0.0026256164112752837,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GA,754,53346,0.48017065607613185,4.2591210158677866e-18,2.2125303978533956e-17,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GC,235,15634,0.5710373540109597,1.3408722330752448e-08,3.250599352909684e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GD,308,35239,-0.2118795891876903,0.009656880241964268,0.013365924210331165,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GE,422,49385,-0.2450927991514384,0.00039921779714256305,0.0006465065540770252,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GF,300,27740,0.0954145756176006,0.25390063942551877,0.291003598195437,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GG,875,59642,0.5338098231450223,5.757148617859733e-25,4.6057188942877856e-24,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GH,218,19748,0.12593357835686655,0.20041279089066222,0.23303812894263048,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GI,327,30900,0.06390810011367043,0.4256011118127585,0.4715801792939152,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GK,338,44882,-0.426953827952472,1.514373259321576e-08,3.649092191136328e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GL,797,68587,0.19758222416667118,0.0001414488785679512,0.00023476992293435886,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GM,172,13576,0.3255281348355537,0.004634194770053288,0.0067917321578656355,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GN,249,26880,-0.12747678216549366,0.16962546101084858,0.20074019054538292,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GP,636,51475,0.286317951770811,1.2163235973339227e-06,2.4696925834191324e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GQ,334,32073,0.04066779131517286,0.59565779307227,0.6404922506153441,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GR,973,42882,1.1628353392352724,2.0827695425443906e-108,2.777026056725854e-106,enriched,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GS,827,66959,0.28551393286856397,3.1134225567055076e-08,7.240517573733738e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GT,494,41053,0.24850867332388113,0.00019288975149890658,0.0003162127073752567,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GV,448,40048,0.14340315302888296,0.0379940504538097,0.04824641327467898,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GW,218,8926,1.2715101320743665,1.3039585415800032e-29,1.5340688724470625e-28,enriched,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
GY,128,19635,-0.6316525999747248,1.1524757904423403e-07,2.5753648948432183e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HA,144,15059,-0.07956100226270432,0.5409048852524645,0.5863467590812623,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HC,153,8420,0.8463042249921311,5.208532804441196e-11,1.5432689790936877e-10,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HD,50,9799,-0.9763813766114696,9.268079824627066e-08,2.0944813162999021e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HE,63,15088,-1.268577516704894,4.0773048164230475e-16,1.8324965467069876e-15,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HF,187,12548,0.5594190513926313,7.148688035822609e-07,1.4815933753000224e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HG,181,17955,-0.004412903538352757,1.0,1.0,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HH,177,10560,0.7291842580981038,6.078286715525001e-10,1.7002200602867136e-09,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HI,139,13859,-0.01056671322191632,0.9661216306170666,0.9758804349667338,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HK,74,14867,-1.0168063690423679,9.395964252024844e-12,2.9134772874495637e-11,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HL,489,34195,0.49754575148676233,6.093505241451152e-13,2.1012087039486732e-12,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HM,41,6166,-0.5912971601791323,0.005977168241472656,0.008569416833652553,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HN,18,9731,-2.4150935504461084,5.675007005469227e-23,3.913797934806363e-22,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HP,284,19091,0.5555415702192753,1.1800745196420623e-09,3.2330808757316777e-09,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HQ,138,16177,-0.24405932496074723,0.04477311872688323,0.05614184166380342,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
HR,215,18464,0.20297704894996213,0.04310565836392573,0.05422095391688771,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_all_filtered_peptides.faa,all_smprot_filtered
